cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_044_144,44,144,79.503463,13.382338,9722,0.0194,0.0572,0.0691,0.0485,0.0409,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_145,44,145,79.512446,13.382338,10000,0.0288,0.0286,0.1736,0.077,0.0418,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_146,44,146,79.521429,13.382338,10000,0.062,0.0564,0.0449,0.0544,0.0579,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_147,44,147,79.530412,13.382338,10000,0.0916,0.0399,0.0416,0.0577,0.0638,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_044_163,44,163,79.674143,13.382338,10000,0.1634,0.3013,1.0,0.4882,0.3009,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_164,44,164,79.683126,13.382338,10000,0.1509,0.3243,1.0,0.4918,0.3056,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_165,44,165,79.692109,13.382338,10000,0.1521,0.2879,1.0,0.48,0.2897,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_166,44,166,79.701092,13.382338,10000,0.2508,0.3009,0.9081,0.4866,0.3326,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_044_167,44,167,79.710075,13.382338,10000,0.192,0.4077,0.5764,0.392,0.3239,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_044_168,44,168,79.719059,13.382338,10000,0.0537,0.1523,1.0,0.402,0.1834,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_044_169,44,169,79.728042,13.382338,6544,0.2351,0.4579,1.0,0.5643,0.4045,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_045_135,45,135,79.422614,13.373354,10000,0.1921,0.2009,0.3583,0.2504,0.211,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_045_136,45,136,79.431598,13.373354,10000,0.1572,0.1683,0.2754,0.2003,0.1729,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_045_137,45,137,79.440581,13.373354,10000,0.3964,0.4861,0.1621,0.3482,0.4158,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_045_138,45,138,79.449564,13.373354,10000,0.4147,0.3828,0.1297,0.309,0.3746,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_045_139,45,139,79.458547,13.373354,10000,0.0765,0.0593,0.0419,0.0592,0.0656,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_140,45,140,79.46753,13.373354,10000,0.0448,0.0414,0.2073,0.0978,0.0579,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_045_141,45,141,79.476513,13.373354,10000,0.0723,0.1066,0.3029,0.1606,0.1085,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_045_142,45,142,79.485497,13.373354,10000,0.117,0.0786,0.0314,0.0757,0.092,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_143,45,143,79.49448,13.373354,10000,0.0325,0.0066,0.1585,0.0659,0.0322,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_144,45,144,79.503463,13.373354,10000,0.0127,0.0259,0.039,0.0259,0.021,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_145,45,145,79.512446,13.373354,9926,0.0514,0.0977,0.0403,0.0631,0.0713,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_146,45,146,79.521429,13.373354,5961,0.0566,0.0625,0.0599,0.0596,0.0595,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_045_163,45,163,79.674143,13.373354,10000,0.1581,0.3351,0.8966,0.4633,0.3044,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_045_164,45,164,79.683126,13.373354,10000,0.1158,0.2939,1.0,0.4699,0.2758,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_045_165,45,165,79.692109,13.373354,10000,0.2667,0.2217,1.0,0.4961,0.3123,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_045_166,45,166,79.701092,13.373354,10000,0.4104,0.5141,1.0,0.6415,0.5102,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_045_167,45,167,79.710075,13.373354,10000,0.0622,0.3225,1.0,0.4616,0.2641,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_045_168,45,168,79.719059,13.373354,10000,0.1572,0.5462,0.9156,0.5397,0.401,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_045_169,45,169,79.728042,13.373354,9283,0.3483,0.6988,0.7299,0.5923,0.5408,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_135,46,135,79.422614,13.364371,10000,0.2691,0.2731,0.389,0.3104,0.2817,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_136,46,136,79.431598,13.364371,10000,0.3111,0.233,0.3432,0.2958,0.2787,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_137,46,137,79.440581,13.364371,10000,0.4564,0.7812,0.0923,0.4433,0.5702,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_046_138,46,138,79.449564,13.364371,10000,0.1752,0.2227,0.2283,0.2087,0.2014,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_046_139,46,139,79.458547,13.364371,10000,0.1507,0.1972,0.0815,0.1431,0.1654,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_046_140,46,140,79.46753,13.364371,10000,0.0806,0.1408,0.2224,0.1479,0.1205,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_046_141,46,141,79.476513,13.364371,10000,0.0531,0.0152,0.0688,0.0457,0.0374,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_046_142,46,142,79.485497,13.364371,10000,0.046,0.0214,0.0265,0.0313,0.0331,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_046_143,46,143,79.49448,13.364371,10000,0.1041,0.03,0.0115,0.0485,0.0623,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_046_144,46,144,79.503463,13.364371,10000,0.1714,0.1165,0.0033,0.0971,0.1315,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_046_145,46,145,79.512446,13.364371,6443,0.3082,0.613,0.0366,0.3193,0.4213,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_046_152,46,152,79.575328,13.364371,6766,0.2753,0.146,0.4554,0.2923,0.2331,Q3: Moderate-High Relative Stress,Moderate (Compound Urban/Water Signal),2,Co-occurring built-up spectral rise and localized moisture decrease.
C_046_162,46,162,79.66516,13.364371,7802,0.2129,0.3616,0.5897,0.3881,0.3139,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_163,46,163,79.674143,13.364371,10000,0.2649,0.4361,0.8308,0.5106,0.3931,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_164,46,164,79.683126,13.364371,10000,0.187,0.3513,1.0,0.5128,0.3343,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_046_165,46,165,79.692109,13.364371,10000,0.156,0.3725,0.9693,0.4993,0.3269,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_046_166,46,166,79.701092,13.364371,10000,0.1996,0.2496,1.0,0.4831,0.2942,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_046_167,46,167,79.710075,13.364371,10000,0.175,0.4472,0.8161,0.4794,0.3556,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_046_168,46,168,79.719059,13.364371,10000,0.225,0.5229,0.897,0.5483,0.4199,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_046_169,46,169,79.728042,13.364371,9504,0.2212,0.4229,0.8177,0.4873,0.3659,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_135,47,135,79.422614,13.355388,10000,0.3221,0.3363,0.4925,0.3836,0.3438,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_136,47,136,79.431598,13.355388,9973,0.3989,0.5619,0.2949,0.4186,0.4631,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_137,47,137,79.440581,13.355388,9942,0.2592,0.4035,0.1232,0.262,0.3121,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_047_138,47,138,79.449564,13.355388,10000,0.2451,0.3161,0.3828,0.3147,0.2895,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_139,47,139,79.458547,13.355388,10000,0.1155,0.1591,0.3514,0.2087,0.1564,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_047_140,47,140,79.46753,13.355388,10000,0.0463,0.0924,0.0327,0.0572,0.0659,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_047_141,47,141,79.476513,13.355388,10000,0.043,0.0794,0.0468,0.0564,0.0598,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_047_142,47,142,79.485497,13.355388,10000,0.1923,0.2239,0.0887,0.1683,0.1972,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_047_143,47,143,79.49448,13.355388,10000,0.2336,0.1846,0.035,0.1511,0.1936,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated built-up spectral change without confirmed vegetation or moisture drop.
C_047_144,47,144,79.503463,13.355388,10000,0.2548,0.1313,0.0311,0.1391,0.1789,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated built-up spectral change without confirmed vegetation or moisture drop.
C_047_150,47,150,79.557362,13.355388,6824,0.1245,0.1665,0.0158,0.1023,0.1337,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_047_151,47,151,79.566345,13.355388,10000,0.2591,0.2536,0.2116,0.2414,0.2523,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_152,47,152,79.575328,13.355388,10000,0.3974,0.4583,0.15,0.3352,0.4026,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_047_153,47,153,79.584311,13.355388,10000,0.1435,0.3254,0.0842,0.1843,0.2202,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_047_154,47,154,79.593294,13.355388,10000,0.2481,0.263,0.3321,0.2811,0.2624,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_155,47,155,79.602278,13.355388,9837,0.1097,0.1877,0.3249,0.2074,0.1642,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_047_156,47,156,79.611261,13.355388,8367,0.1163,0.1363,0.3393,0.1973,0.1454,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_047_157,47,157,79.620244,13.355388,6618,0.108,0.2171,0.1999,0.175,0.1655,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_047_158,47,158,79.629227,13.355388,5068,0.0455,0.1787,0.1557,0.1266,0.1155,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_047_161,47,161,79.656176,13.355388,10000,0.2739,0.4983,0.3999,0.3907,0.3865,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_162,47,162,79.66516,13.355388,10000,0.2546,0.5666,0.6291,0.4834,0.4291,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_163,47,163,79.674143,13.355388,10000,0.1364,0.2301,1.0,0.4555,0.2564,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_047_164,47,164,79.683126,13.355388,10000,0.1784,0.3334,0.8701,0.4606,0.3106,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_047_165,47,165,79.692109,13.355388,10000,0.0954,0.234,0.9163,0.4152,0.2318,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_047_166,47,166,79.701092,13.355388,10000,0.0608,0.1879,1.0,0.4162,0.2027,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_047_167,47,167,79.710075,13.355388,10000,0.1318,0.1541,1.0,0.4286,0.22,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_047_168,47,168,79.719059,13.355388,10000,0.3948,0.6859,0.6091,0.5633,0.5455,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_047_169,47,169,79.728042,13.355388,9405,0.2332,0.5444,0.7504,0.5093,0.4202,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_048_135,48,135,79.422614,13.346405,10000,0.3672,0.4454,0.464,0.4255,0.4112,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_048_136,48,136,79.431598,13.346405,7645,0.4395,0.4654,0.3572,0.4207,0.4438,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_048_138,48,138,79.449564,13.346405,7102,0.1795,0.3321,0.3329,0.2815,0.2621,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
